title,categoryName,description,price,totalScore,reviewsCount,imagesCount,address,neighborhood,street,city,postalCode,state,website,phone,location.lat,location.lng,openingHours,reviewsDistribution.oneStar,reviewsDistribution.twoStar,reviewsDistribution.threeStar,reviewsDistribution.fourStar,reviewsDistribution.fiveStar,Features,price_numeric,High Rated,Reservations,Parking,Delivery,Outdoor Seating,Takeout,Vegetarian Options,Wheelchair Accessible,Family Friendly,Pet Friendly
Kabab Magic,        ,,₹1–200,5.0,1.0,,"103, 1st Main, Maruthi Nagar, Near Svr Complex, Madiwala, Bengaluru India",Madiwala,103,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 97311 51615,12.92492,77.61636,,1.0,0.0,3.0,6.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kabab Magic,Chinese Cafe       ,,₹1–200,3.5,5.0,,"528 Alt College Bellandur Gate, Sarjapur Road, Bengaluru 560102 India",Sarjapur Road,528 Alt College Bellandur Gate,Bengaluru,560102,Karnataka,https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 80 4165 0241,12.92018,77.68352,,1.0,0.0,3.0,6.0,1.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kabab Magic,Chinese        ,,₹1–200,4.5,2.0,,"1585, Masti Square, Outer Ring Road, Sector 1, Near Indian Oil Petrol Bunk, Hsr Layout Near Nandas Hotel Agara, Bengaluru 560034 India",Hsr Layout Near Nandas Hotel Agara,1585,Bengaluru,560034,Karnataka,https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 80 2572 6667,12.91683,77.63106,,1.0,0.0,3.0,6.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kabab Magic,Chinese        ,,₹1–200,3.5,4.0,,"29/2, Fazlan Complex, Next To ICICI Bank, Hulimavu Gate, Bannerghatta Road, Bengaluru India",Bannerghatta Road,29/2,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 80 2648 9502,12.85898,77.56951,,1.0,0.0,3.0,6.0,1.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kabab Magic,Indian Asian       ,,₹1–200,4.0,19.0,,"39/5, Outer Ring Road, Doddanekundi, Marathahalli Near Royal Gents Saloon, Bengaluru India",Marathahalli Near Royal Gents Saloon,39/5,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 80 6999 9900,12.97954,77.51066,,1.0,0.0,3.0,6.0,1.0,Takeout Seating Table Service                          ,100.5,1.0,0,0,0,1,1,0,0,0,0
Kabab Magic,        ,,₹1–200,4.5,2.0,,"75/D Hulimavu Gate Bannerghatta Road Near Royal Meenakshi Mall, Bengaluru 560030 India",75/D Hulimavu Gate Bannerghatta Road Near Royal Meenakshi Mall,75/D Hulimavu Gate Bannerghatta Road Near Royal Meenakshi Mall,Bengaluru,560030,Karnataka,https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 80 2648 9502,12.8287,77.56695,,1.0,0.0,3.0,6.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kabab Magic Restaurant,        ,,₹1–200,4.0,9.0,,"255 1'st Main Road Near Raheja Appartment, 1st Block, Koramangala, Bengaluru 560034 India",Koramangala,255 1'st Main Road Near Raheja Appartment,Bengaluru,560034,Karnataka,https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,25538533,12.9715,77.65396,,1.0,0.0,3.0,6.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kabab Mandra,        ,,₹1–200,4.0,5.0,,"P1, KSSIDC Industrial Estate, Whitefield Road Next To Phoenix Market City, Bengaluru India",Whitefield Road Next To Phoenix Market City,P1,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/kabab-mandra-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4NTE3ODc4IiwiNTkwNjEiLCIxODc4OTAzNiIsIjE4Mzg5NzczIiw1Njk1MywiMTg2NzQ1MjQiLCIxODczNjM5MiIsIjE4NDIyODk4IiwiMTg0ODkzMTMiLCIxODgwNzUzOSIsIjE4MzU5MTQwIiwiMTg3NTM3ODUiLCIxODg4MTM2NyIsIjE4NDcyMzg3IiwiMTg0OTk2OTYiLCIxODYyMDcyMCIsIjE4NTg1NDI4IiwiMTg2NTMwOTUiLCIxODUzMTA2NyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 80 2853 3041,12.95584,77.7155,,0.0,0.0,2.0,2.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kabab Manor,Chinese        ,,,3.0,1.0,,"17 80 Hmt Layout Feet Main Road R T Nagar, Near Sri Srinivasa Medicare, Bengaluru 560032 India",Near Sri Srinivasa Medicare,17 80 Hmt Layout Feet Main Road R T Nagar,Bengaluru,560032,Karnataka,,+91 80 2354 3344,12.9326,77.63143,,,,,,,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Kabab Mehak Restaurant,Doner kebab restaurant,,₹200–400,3.7,1226.0,284.0,"Oppst UCO Bank ,Uttarahalli, Kengeri Ring Rd, Srinivaspura, Bengaluru, Karnataka 560060, India",Srinivaspura,"Oppst UCO Bank ,Uttarahalli, Kengeri Ring Rd",Bengaluru,560060.0,Karnataka,https://www.swiggy.com/restaurants/kabab-mehak-mylasandra-uttarahalli-bangalore-359000,+91 96110 24141,12.9045037,77.5049643,"[{'day': 'Monday', 'hours': '12 to 11:30\u202fPM'}, {'day': 'Tuesday', 'hours': '12 to 11:30\u202fPM'}, {'day': 'Wednesday', 'hours': '12 to 11:30\u202fPM'}, {'day': 'Thursday', 'hours': '12 to 11:30\u202fPM'}, {'day': 'Friday', 'hours': '2:20 to 11:30\u202fPM'}, {'day': 'Saturday', 'hours': '12 to 11:30\u202fPM'}, {'day': 'Sunday', 'hours': '12 to 11:30\u202fPM'}]",177.0,56.0,156.0,354.0,483.0,All you can eat | Casual | Catering | College students | Counter service | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Family-friendly | Free parking lot | Free street parking | Good for kids | Google Pay | Great dessert | Groups | Late-night food | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Paid parking lot | Quick bite | Quiet | Restroom | Seating | Small plates | Solo dining | Table service | Takeout | Trendy | Usually plenty of parking | Vegetarian options,300.0,0.0,0,1,1,1,1,1,0,1,0
Kabab Mehal,Chinese        ,,₹1–200,4.0,4.0,,"Kothanur Main Road, Gaurav Nagar, 5th Cross Road, RBI Layout, 7th Phase, JP Nagar, Bengaluru 560034 India",JP Nagar,Kothanur Main Road,Bengaluru,560034,Karnataka,https://www.zomato.com/bangalore/kabab-mehal-1-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NjEzNzMyIiwiMTg3MTEzNDQiLCI2MDQwNyIsIjE4Mjc1MDIxIiwxODU0MTQ4MSwiMTg1MzgwMTgiLCIxODU0NjM1MSIsIjE4ODc3OTUxIiwiMTg3NTk4NzAiLCIxODc5Njc1OSIsIjE4Nzk2NzU4IiwiMTg2MTE2MzkiLCIxODg1NDI4MCIsIjE4NTQxNDgyIiwiNTAwMzEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,+91 80 6561 2222,12.92208,77.6349,,0.0,0.0,1.0,2.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kabab Mehal,        ,,₹1–200,3.5,3.0,,"Raghuvanahalli, Opp. Yellamma Dasappa Institute of Technology, Bengaluru 560062 India",Opp. Yellamma Dasappa Institute of Technology,Raghuvanahalli,Bengaluru,560062,Karnataka,https://www.zomato.com/bangalore/kabab-mehal-1-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NjEzNzMyIiwiMTg3MTEzNDQiLCI2MDQwNyIsIjE4Mjc1MDIxIiwxODU0MTQ4MSwiMTg1MzgwMTgiLCIxODU0NjM1MSIsIjE4ODc3OTUxIiwiMTg3NTk4NzAiLCIxODc5Njc1OSIsIjE4Nzk2NzU4IiwiMTg2MTE2MzkiLCIxODg1NDI4MCIsIjE4NTQxNDgyIiwiNTAwMzEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,+91 97315 07799,,,,0.0,0.0,1.0,2.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kabab Mirchi,Chinese        ,,₹1–200,4.0,4.0,,"21/1 - 58 Outer Ring Road Near Balaji Cycle Stores, Bengaluru 560037 India",21/1 - 58 Outer Ring Road Near Balaji Cycle Stores,21/1 - 58 Outer Ring Road Near Balaji Cycle Stores,Bengaluru,560037,Karnataka,https://www.zomato.com/bangalore/kabab-mirchi-whitefield?context=eyJzZSI6eyJlIjpbIjE4NjYwOTc0IiwiMTg3NjU1NDEiLCIxODg4MjgyOCIsIjU3MTkxIiwxODYyMjI3OSwiMTgzNjkzMDUiLCI2MTE0NyIsIjU5Mjk2IiwiMTg5NDE3NzciLCIxODU0NTk5NSIsIjE4OTIyNzExIiwiNjA4ODAiLCIxODcyMzIxMSIsIjYwNjAwIiwiMTg4NTI2NzgiLCIxODYzODU2MiIsIjYwNDc5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCcm9va2VmaWVsZCJ9fQ==,+91 80 2540 0809,12.98377,77.6923,,0.0,0.0,2.0,0.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kabab Palace,Chinese        ,,₹200–400,3.0,1.0,,"3080 Kabab Palace Double Road Indiranagar, Bengaluru 560038 India",3080 Kabab Palace Double Road Indiranagar,3080 Kabab Palace Double Road Indiranagar,Bengaluru,560038,Karnataka,https://www.zomato.com/bangalore/kabab-palace-nagawara-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njg0NDIxIiwiMTgzODU0NDgiLCIxODc4NjU3MiIsIjE4Njc3NTAxIiwxODg4MjA2MywiMTg3NjMyNzIiLCI1NjU0NCIsIjU4ODQ3IiwiMTg2MzUxMjAiLCIxODY3MjczMiIsIjE4OTI3NjgwIiwiMTg3OTAxNTUiLCIxODcxNjE2MiIsIjE4NTMxNzE3IiwiNTQzMzYiLCIxODc2MDIzNyIsIjE4MDQ4MjMwIiwiMTg2MTUyNzgiLCIxODY0NzA3OSIsIjE4NTUxNzA0IiwiNTk3MzYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEthbHlhbiBOYWdhciJ9fQ==,+91 80 2529 6419,12.97297,77.63589,,2.0,0.0,0.0,0.0,1.0,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Kabab Souq,Middle Eastern        ,,₹200–400,3.5,9.0,,"8, Kempanna Road, Vignan Nagar, New Thippasandra, Bengaluru India",New Thippasandra,8,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/kabab-souq-richmond-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4Nzk0MTIwIiwxODYyODg3NCwiNTA1NjciLCIxODY5MzAwNyIsIjE4NDI0MDYxIiwiNjA0NTMiLCI1NzIzMSIsIjE4MDIyMjgyIiwiMTg3Mzk2NzYiLCI1ODk2OSIsIjU4MTE4IiwiNTg4NTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,+91 97395 60153,,,,1.0,0.0,1.0,0.0,1.0,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Kabab World,        ,,₹200–400,4.5,4.0,,"154, State Highway 35 Yamare Village, Dommasandra, Bengaluru 562125 India",Dommasandra,154,Bengaluru,562125,Karnataka,https://www.zomato.com/bangalore/kabab-world-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE3OTU2Njg1IiwiMTgyNzUxNDQiLCIxODY3NTc4OCIsIjE4MDQ4MjI2Iiw2MDcxMiwiMTg4MTc5MzMiLCIxODYwMjgyMCIsIjE4NjYzNjEzIiwiNTY4MDgiLCIxODU3MDk1MiIsIjU5NDAwIiwiMTg2MjMxNzEiLCIxODU2ODM2NCIsIjE4NDY3MjUzIiwiMTg1Mzg2MjEiLCIxODI2MzQwNiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gU2FyamFwdXIgUm9hZCJ9fQ==,+91 78991 16699,12.87972,77.76087,,2.0,3.0,4.0,2.0,0.0,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Kababi's,Indian        ,,,4.0,4.0,,"Krish Towers 7 Arekere Gate 2nd Floor Bannerghatta Road Near Reliance Mart, Bengaluru 560076 India",Krish Towers 7 Arekere Gate 2nd Floor Bannerghatta Road Near Reliance Mart,Krish Towers 7 Arekere Gate 2nd Floor Bannerghatta Road Near Reliance Mart,Bengaluru,560076,Karnataka,,+91 80 4216 5050,12.88585,77.60239,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Kababish Family Restaurant,Kerala restaurant,,₹1–200,4.0,1610.0,255.0,"WJ54+QH2, 7th Main Rd, New Extension, Mahadeshwara Nagar, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India","New Extension, Mahadeshwara Nagar, Stage 2, BTM Layout","WJ54+QH2, 7th Main Rd",Bengaluru,560076.0,Karnataka,,+91 80507 32123,12.9093796,77.6064041,"[{'day': 'Monday', 'hours': '12\u202fPM to 12\u202fAM'}, {'day': 'Tuesday', 'hours': '12\u202fPM to 12\u202fAM'}, {'day': 'Wednesday', 'hours': '12\u202fPM to 12\u202fAM'}, {'day': 'Thursday', 'hours': '12\u202fPM to 12\u202fAM'}, {'day': 'Friday', 'hours': '12\u202fPM to 12\u202fAM'}, {'day': 'Saturday', 'hours': '12\u202fPM to 12\u202fAM'}, {'day': 'Sunday', 'hours': '12\u202fPM to 12\u202fAM'}]",83.0,64.0,270.0,519.0,674.0,All you can eat | Breakfast | Brunch | Casual | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Free parking lot | Free street parking | Good for kids | Groups | Late-night food | Lunch | No-contact delivery | Onsite services | Quick bite | Small plates | Solo dining | Table service | Takeout | Trendy | Usually difficult to find a space,100.5,1.0,0,1,1,0,1,0,0,1,0
Kabali Biryani,Biryani restaurant,,₹200–400,4.3,639.0,131.0,"No 1050 Ground Floor 7th main, 80 Feet Rd, 3rd Block, Koramangala, Bengaluru, Karnataka 560034, India","3rd Block, Koramangala 1A Block, SBI Colony, Koramangala","No 1050 Ground Floor 7th main, 80 Feet Rd",Bengaluru,560034.0,Karnataka,,+91 80 4377 2979,12.9262101,77.633306,"[{'day': 'Monday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Tuesday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Wednesday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Thursday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Friday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Saturday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Sunday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}]",62.0,15.0,26.0,131.0,405.0,Accepts reservations | All you can eat | Casual | Catering | Credit cards | Delivery | Dessert | Dine-in | Dinner | Drive-through | Family-friendly | Free street parking | Good for kids | Google Pay | Groups | Happy hour food | LGBTQ+ friendly | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Outdoor seating | Restroom | Seating | Small plates | Solo dining | Table service | Takeout | Trendy | Usually somewhat difficult to find a space | Vegetarian options,300.0,1.0,1,1,1,1,1,1,0,1,0
Kabbu Sugar N Spice,Thai        ,,,4.0,1.0,,"10th Cross, Temple Street Road, Near Ganesh Temple, Malleshwaram, Bengaluru 560003 India",Malleshwaram,10th Cross,Bengaluru,560003,Karnataka,,+91 98459 44199,13.00197,77.58129,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Kabul Express,Afghan        ,,,2.0,1.0,,"Hal 3rd Stage 149 Prakash Koustubha Opposite Univercell Showroom, Bengaluru 560075 India",Hal 3rd Stage 149 Prakash Koustubha Opposite Univercell Showroom,Hal 3rd Stage 149 Prakash Koustubha Opposite Univercell Showroom,Bengaluru,560075,Karnataka,,+91 99809 55512,,,,,,,,,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Kadai Restaurant,Restaurant,"Casual eatery dispensing traditional Naati-style meat, offal & veggie dishes, plus lunch specials.",₹200–400,4.0,2501.0,368.0,"Building No. 729 Second floor, Modi Hospital Rd, Manjunath Nagar, Basaveshwar Nagar, Bengaluru, Karnataka 560010, India","Manjunath Nagar, Basaveshwar Nagar","Building No. 729 Second floor, Modi Hospital Rd",Bengaluru,560010.0,Karnataka,https://link.zomato.com/xqzv/rshare?id=69532214359b972f,+91 80 2323 4805,12.9972572,77.5466645,"[{'day': 'Monday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Tuesday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Wednesday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Thursday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Friday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Saturday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Sunday', 'hours': '11\u202fAM to 11\u202fPM'}]",171.0,110.0,345.0,780.0,1095.0,Alcohol | All you can eat | Bar onsite | Brunch | Casual | Catering | Counter service | Credit cards | Curbside pickup | Debit cards | Delivery | Dessert | Dine-in | Dinner | Family-friendly | Free Wi-Fi | Free parking lot | Free street parking | Good for kids | Groups | LGBTQ+ friendly | Late-night food | Lunch | NFC mobile payments | No-contact delivery | On-site parking | Quick bite | Restroom | Seating | Small plates | Solo dining | Table service | Takeout | Vegetarian options | Wi-Fi,300.0,1.0,0,1,1,1,1,1,0,1,0
Kadamba,Indian Fast Food Asian Healthy     ,,₹200–400,4.0,23.0,,"2727th Cross, Bengaluru 560070 India",2727th Cross,2727th Cross,Bengaluru,560070,Karnataka,https://www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar?context=eyJzZSI6eyJlIjpbIjE4NjY1OTcyIiwiMTg3NzYyOTMiLCI1Nzc3OSIsIjE4NzkwMDU1Iiw1NjAxNiwiNTM5NjYiLCIxODg3OTE5MiIsIjU2NDgxIiwiNTA1NTgiLCI1MjY4MiIsIjE4NzAzODAyIiwiMTg3MzQwMzAiLCIxODgyMzg0NyIsIjU0MDQ1IiwiMTg1NTQ2NjIiLCIxODY4ODEwNCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,26713051,13.00171,77.54936,,0.0,0.0,1.0,3.0,1.0,Takeout Seating Table Service                          ,300.0,1.0,0,0,0,1,1,0,0,0,0
Kadamba Veg,Indian Asian       ,,₹200–400,3.5,23.0,,"No 707 Venkatadri Arcade Dr Modi Hospial Road Near Navarang Signal, Bengaluru 560086 India",No 707 Venkatadri Arcade Dr Modi Hospial Road Near Navarang Signal,No 707 Venkatadri Arcade Dr Modi Hospial Road Near Navarang Signal,Bengaluru,560086,Karnataka,https://www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar?context=eyJzZSI6eyJlIjpbIjE4NjY1OTcyIiwiMTg3NzYyOTMiLCI1Nzc3OSIsIjE4NzkwMDU1Iiw1NjAxNiwiNTM5NjYiLCIxODg3OTE5MiIsIjU2NDgxIiwiNTA1NTgiLCI1MjY4MiIsIjE4NzAzODAyIiwiMTg3MzQwMzAiLCIxODgyMzg0NyIsIjU0MDQ1IiwiMTg1NTQ2NjIiLCIxODY4ODEwNCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,+91 98800 93264,13.10035,77.59545,,0.0,0.0,1.0,3.0,1.0,Takeout Reservations Seating Table Service                         ,300.0,0.0,1,0,0,1,1,0,0,0,0
Kadathuvallam Kerala Restaurant,Kerala restaurant,,₹200–400,4.6,420.0,307.0,"near, Bridge, cross, near Shams school, Markandhaiha Nagar, Agrahara Layout, Bellahalli, Bengaluru, Karnataka 560064, India","Markandhaiha Nagar, Agrahara Layout","near, Bridge, cross, near Shams school","Bellahalli, Bengaluru",560064.0,Karnataka,https://www.instagram.com/kadathuvallam,+91 74114 04005,13.101791,77.6337557,"[{'day': 'Monday', 'hours': 'Closed'}, {'day': 'Tuesday', 'hours': '11:30\u202fAM to 4:30\u202fPM, 6:30 to 11:30\u202fPM'}, {'day': 'Wednesday', 'hours': '11:30\u202fAM to 4:30\u202fPM, 6:30 to 11:30\u202fPM'}, {'day': 'Thursday', 'hours': '11:30\u202fAM to 4:30\u202fPM, 6:30 to 11:30\u202fPM'}, {'day': 'Friday', 'hours': '11:30\u202fAM to 4:30\u202fPM, 6:30 to 11:30\u202fPM'}, {'day': 'Saturday', 'hours': '11:30\u202fAM to 4:30\u202fPM, 6:30 to 11:30\u202fPM'}, {'day': 'Sunday', 'hours': '11:30\u202fAM to 4:30\u202fPM, 6:30 to 11:30\u202fPM'}]",9.0,7.0,11.0,91.0,302.0,Accepts reservations | All you can eat | Brunch | Casual | Catering | Coffee | College students | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Free parking lot | Free street parking | Gender-neutral restroom | Good for kids | Great tea selection | Groups | Late-night food | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Outdoor seating | Paid parking lot | Quick bite | Restroom | Seating | Small plates | Solo dining | Table service | Takeout | Trendy | Usually plenty of parking,300.0,1.0,1,1,1,1,1,0,0,1,0
Kaggis,        ,,₹1–200,4.5,4.0,,"No 17 50 Ksrtc Layout Subramanyapura Main Road Feet Road, Bengaluru 560061 India",No 17 50 Ksrtc Layout Subramanyapura Main Road Feet Road,No 17 50 Ksrtc Layout Subramanyapura Main Road Feet Road,Bengaluru,560061,Karnataka,https://www.zomato.com/bangalore/kaggis-banashankari?context=eyJzZSI6eyJlIjpbIjE4NjM0OTIwIiwiMTg2MTE1MjUiLCI1MTQyNCIsIjU1OTQyIiw1ODA0MywiNTI4OTQiLCIxODU5ODE0OCIsIjE4MjYzMzg1IiwiMTgyMjE1NDIiLCI1MDY0MSIsIjYxNTE5IiwiMTg1MzE0ODIiLCIxODU5MzUxOSIsIjYwNTc5IiwiMTg3NjI5NDkiLCIxODg2ODc4NiIsIjE4NDYwMDM0IiwiMTgzNzg3ODYiLCIxODkwMDY3NyIsIjU4MDMyIiwiMTg1NjkyMDAiLCI2MTEzOCIsIjE4MDIyMjU3IiwiMTgzOTY3NTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 80 6532 1866,12.90644,77.5438,,0.0,0.0,0.0,1.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
"Kahaani Cafe n Restaurant, HSR Layout Bangalore",Chinese Indian Cafe Street Food     ,,,5.0,8.0,,"1115, 18th Cross Road, Sector 7 HSR Layout, Behind Star market, Bengaluru India",Behind Star market,1115,Bengaluru,,Karnataka,,+91 85559 54841,12.91061,77.65387,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Kahani Taste Ki,Asian        ,,,3.0,1.0,,"371/a, 17th Main Rd, Near Twin Park, Sector 3 Hsr Layout,, Bengaluru 560102 India",,371/a,Bengaluru,560102,Karnataka,,+91 99457 87330,12.97194,77.59369,,,,,,,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
